FrameReceived	FrameStart	SystemTimestamp	Message
39270	683.5024	16492548189257446	Code: 0066d085 0101
39270	683.5024	16492548189327275	Code: 0066d0d3 1313
39271	683.5191	16492548189407049	Code: 0066d12a 0101
39271	683.5191	16492548189466880	Code: 0066d169 1010
39272	683.5356	16492548189616483	Reward 2: 0066d1ed 000a
39272	683.5356	16492548189656385	Synch 2: 0066d227
39278	683.6357	16492548190643975	Synch 2: 0066d60f
39284	683.7357	16492548191661018	Synch 2: 0066d9f7
39286	683.7691	16492548191920317	Code: 0066daee 0101
39286	683.7691	16492548192000407	Code: 0066db3b 1313
39287	683.7857	16492548192080229	Code: 0066db97 0101
39287	683.7857	16492548192159700	Code: 0066dbda 1010
39290	683.8357	16492548192658366	Synch 2: 0066dddf
39296	683.9357	16492548193670724	Synch 2: 0066e1c7
39302	684.0359	16492548194651847	Synch 2: 0066e5af
39308	684.1357	16492548195639203	Synch 2: 0066e997
39314	684.2357	16492548196664060	Synch 2: 0066ed7f
39320	684.3357	16492548197561674	Code: 0066f10d 0101
39320	684.3357	16492548197641740	Code: 0066f143 1313
39320	684.3357	16492548197641740	Synch 2: 0066f167
39321	684.3524	16492548197721248	Code: 0066f1b7 0101
39321	684.3524	16492548197781082	Code: 0066f1e2 1111
39326	684.4359	16492548198674797	Synch 2: 0066f54f
39332	684.5357	16492548199647975	Synch 2: 0066f937
39333	684.5525	16492548199727757	Code: 0066f971 0101
39333	684.5525	16492548199787595	Code: 0066f9bb 4848
39334	684.5691	16492548199937196	Code: 0066fa40 0101
39334	684.5691	16492548200026965	Code: 0066fa8b 1313
39338	684.6358	16492548200682549	Synch 2: 0066fd1f
39344	684.7358	16492548201669912	Synch 2: 00670107
39350	684.8358	16492548202642772	Synch 2: 006704ef
39356	684.9357	16492548203669868	Synch 2: 006708d7
39361	685.0191	16492548204397669	Code: 00670bac 0101
39361	685.0191	16492548204447864	Code: 00670bf9 3535
39362	685.0358	16492548204647012	Synch 2: 00670cbf
39368	685.1358	16492548205674574	Synch 2: 006710a7
39374	685.2358	16492548206661631	Synch 2: 0067148f
39380	685.3358	16492548207599111	Code: 00671827 0101
39380	685.3358	16492548207639004	Synch 2: 00671877
39380	685.3358	16492548207689159	Code: 00671879 1010
39384	685.4026	16492548208297259	Reward: 00671aec 01f4
39384	685.4026	16492548208337141	Code: 00671b14 0101
39385	685.4191	16492548208416925	Code: 00671b5c 3737
39386	685.4357	16492548208666270	Synch 2: 00671c5f
39389	685.4857	16492548209125365	Code: 00671e10 0101
39389	685.4857	16492548209204840	Code: 00671e6f 1313
39392	685.5358	16492548209653636	Synch 2: 00672047
39396	685.6027	16492548210301895	Reward: 006722bd 01f4
39396	685.6027	16492548210341788	Code: 006722e8 0101
39396	685.6027	16492548210431548	Code: 00672331 3737
