FrameRecv	FrameStart	SystemTimestamp	Message
997	34.29744	16982608950037178	Code: 00047284 00be
997	34.29744	16982608950037178	T00047297J330000LffffWW
997	34.29744	16982608950077074	T000472b1J360000LffffWW
997	34.29744	16982608950142248	T000472ccJ350000LffffWW
997	34.29744	16982608950142248	T000472edJ340000LffffWW
997	34.29744	16982608950162191	T0004730eJ310000LffffWW
997	34.29744	16982608950217381	T0004732fJ350000LffffWW
997	34.29744	16982608950257290	T00047350J190000L90beWW
997	34.29744	16982608950292272	T00047371J0c0000L5464WW
997	34.29744	16982608950292272	T00047392J050000L2f2fBW
997	34.29744	16982608950507096	T000473b3J010000L2207BB
997	34.29744	16982608950507096	T000473d4J000000L1900BB
997	34.29744	16982608950507096	T000473f5J000000L0d00BB
997	34.29744	16982608950507096	T00047416J000000L0400BB
997	34.29744	16982608950507096	T00047437J000000L0000BB
997	34.29744	16982608950507096	T00047458J000000L0000BB
997	34.29744	16982608950527056	T00047479J000000L0500BB
998	34.33075	16982608950572019	T0004749aJ000000L6b00WB
998	34.33075	16982608950617470	T000474bbJ000000Lcc00WB
998	34.33075	16982608950617470	T000474dcJ000000Lff00WB
998	34.33075	16982608950867349	T000474fdJ000000Lff00WB
998	34.33075	16982608950867349	T0004751eJ000000Lff00WB
998	34.33075	16982608950867349	T0004753fJ000000Lff00WB
998	34.33075	16982608950867349	T00047560J000000Lff00WB
998	34.33075	16982608950867349	T00047581J000000Lff00WB
998	34.33075	16982608950867349	T000475a2J000000Lff00WB
998	34.33075	16982608950867349	T000475c3J000000Lff00WB
998	34.33075	16982608950902314	T000475e4J000000La500WB
999	34.36408	16982608950942221	T00047605J000000L5c00WB
999	34.36408	16982608951162089	T00047626J000000L3200WB
999	34.36408	16982608951162089	T00047647J000000L2300BB
999	34.36408	16982608951162089	T00047668J000000L1a00BB
999	34.36408	16982608951162089	T00047689J000000L0e00BB
999	34.36408	16982608951162089	T000476aaJ000000L0400BB
999	34.36408	16982608951162089	T000476cbJ000000L0000BB
999	34.36408	16982608951162089	T000476ecJ000000L0000BB
999	34.36408	16982608951187116	T0004770dJ000000L0000BB
1000	34.39743	16982608951237087	T0004772eJ000000L4e00WB
1000	34.39743	16982608951276967	T0004774fJ000000Lb900WB
1000	34.39743	16982608951526617	T00047770J000000Lfa00WB
1000	34.39743	16982608951526617	T00047791J000000Lff00WB
1000	34.39743	16982608951526617	T000477b2J000000Lff00WB
1000	34.39743	16982608951526617	T000477d3J000000Lff00WB
1000	34.39743	16982608951526617	T000477f4J000000Lff00WB
1000	34.39743	16982608951526617	T00047815J000000Lff00WB
1000	34.39743	16982608951526617	T00047836J000000Lff00WB
1000	34.39743	16982608951526617	T00047857J000000Lff00WB
1000	34.39743	16982608951561625	T00047878J000000Lbd00WB
1000	34.39743	16982608951596991	T00047899J000000L6700WB
1000	34.39743	16982608951596991	Reward 2: 00047899 00fa
1000	34.39743	16982608951642072	T000478cbJ000000L2f00BB
1000	34.39743	16982608951687321	T000478e5J000000L2100BB
1000	34.39743	16982608951687321	T000478ffJ000000L1b00BB
1000	34.39743	16982608951717521	T0004791dJ000000L0f00BB
1000	34.39743	16982608951767424	T0004793eJ000000L0400BB
1000	34.39743	16982608951802417	T0004795fJ000000L0000BB
1000	34.39743	16982608951802417	T00047980J000000L0000BB
1000	34.39743	16982608951838722	T000479a1J000000L0000BB
1000	34.39743	16982608951892376	T000479c2J000000L3300WB
1000	34.39743	16982608951937613	T000479e3J030000La423WW
1000	34.39743	16982608951977509	T00047a04J0e0000Lf286WW
1000	34.39743	16982608952002558	T00047a25J1a0000LffdfWW
1000	34.39743	16982608952002558	T00047a46J220000LffffWW
1000	34.39743	16982608952052470	T00047a67J2e0000LffffWW
1000	34.39743	16982608952087499	T00047a88J270000LffffWW
1000	34.39743	16982608952132779	T00047aa9J2f0000LffffWW
1000	34.39743	16982608952172653	T00047acaJ2a0000LffffWW
1000	34.39743	16982608952172653	T00047aebJ350000LffffWW
1000	34.39743	16982608952218175	T00047b0cJ300000LffffWW
1000	34.39743	16982608952258069	T00047b2dJ300000LffffWW
1000	34.39743	16982608952288612	T00047b4eJ290000LffffWW
1000	34.39743	16982608952338643	T00047b6fJ300000LffffWW
1000	34.39743	16982608952338643	T00047b90J320000LffffWW
1000	34.39743	16982608952378527	T00047bb1J360000LffffWW
1000	34.39743	16982608952423542	T00047bd2J2b0000LffffWW
1000	34.39743	16982608952468551	T00047bf3J310000LffffWW
1000	34.39743	16982608952503600	T00047c14J310000LffffWW
1000	34.39743	16982608952503600	T00047c35J310000LffffWW
1000	34.39743	16982608952538594	T00047c56J3e0000LffffWW
1000	34.39743	16982608952588508	T00047c77J2a0000LffffWW
1000	34.39743	16982608952623571	T00047c98J370000LffffWW
1000	34.39743	16982608952663464	T00047cb9J350000LffffWW
1000	34.39743	16982608952663464	T00047cdaJ310000LffffWW
1000	34.39743	16982608952699030	T00047cfbJ3b0000LffffWW
1000	34.39743	16982608952748944	T00047d1cJ3a0000LffffWW
1000	34.39743	16982608952789089	T00047d3dJ3d0000LffffWW
1000	34.39743	16982608952825067	T00047d5eJ3d0000LffffWW
1000	34.39743	16982608952825067	T00047d7fJ370000LffffWW
1000	34.39743	16982608952886142	T00047da0J310000LffffWW
1000	34.39743	16982608952916101	T00047dc1J310000LffffWW
1000	34.39743	16982608952946067	T00047de2J390000LffffWW
1000	34.39743	16982608952991023	T00047e03J320000LffffWW
1000	34.39743	16982608953031030	T00047e24J350000LffffWW
