FrameRecv	FrameStart	SystemTimestamp	Message
340	11.44743	16982608716503310	T0000e203J280000LffffWW
340	11.44743	16982608716538497	T0000e224J350000LffffWW
340	11.44743	16982608716538497	T0000e245J290000LffffWW
340	11.44743	16982608716578390	T0000e266J300000LffffWW
340	11.44743	16982608716623382	T0000e287J360000LffffWW
340	11.44743	16982608716663274	T0000e2a8J2f0000LffffWW
340	11.44743	16982608716698366	T0000e2c9J2f0000LffffWW
340	11.44743	16982608716698366	Reward 2: 0000e2e2 00fa
340	11.44743	16982608716753276	T0000e2f9J2c0000LffffWW
340	11.44743	16982608716788275	T0000e313J350000LffffWW
340	11.44743	16982608716788275	T0000e32dJ350000LffffWW
340	11.44743	16982608716833669	T0000e34dJ3b0000LffffWW
340	11.44743	16982608716873578	T0000e36eJ310000LffffWW
340	11.44743	16982608716918625	T0000e38fJ360000LffffWW
340	11.44743	16982608716918625	T0000e3b0J2a0000LffffWW
340	11.44743	16982608716943747	T0000e3d1J2f0000LffffWW
340	11.44743	16982608716988728	T0000e3f2J2d0000LffffWW
340	11.44743	16982608717038665	T0000e413J2f0000LffffWW
340	11.44743	16982608717073623	T0000e434J350000LffffWW
340	11.44743	16982608717073623	T0000e455J340000LffffWW
340	11.44743	16982608717118700	T0000e476J2f0000LffffWW
340	11.44743	16982608717158630	T0000e497J2c0000LffffWW
340	11.44743	16982608717193608	T0000e4b8J360000LffffWW
340	11.44743	16982608717248818	T0000e4d9J2f0000LffffWW
340	11.44743	16982608717248818	T0000e4faJ2f0000LffffWW
340	11.44743	16982608717288708	T0000e51bJ3b0000LffffWW
340	11.44743	16982608717323756	T0000e53cJ330000LffffWW
340	11.44743	16982608717363649	T0000e55dJ2f0000LffffWW
340	11.44743	16982608717393750	T0000e57eJ320000LffffWW
340	11.44743	16982608717393750	T0000e59fJ2f0000LffffWW
340	11.44743	16982608717433672	T0000e5c0J2f0000LffffWW
340	11.44743	16982608717473577	T0000e5e1J3c0000LffffWW
340	11.44743	16982608717533816	T0000e602J350000LffffWW
340	11.44743	16982608717553834	T0000e623J280000LffffWW
340	11.44743	16982608717553834	T0000e644J2f0000LffffWW
340	11.44743	16982608717599226	T0000e665J350000LffffWW
